@relation langid_train

@attribute language_class {EN,FR,SP}
@attribute text String

@data
FR,'Pour nous qualifier il faudrait vraiment que le Tampon passe complètement à côté.'
FR,'Les électeurs victoriavillois du district numéro 9 (Arthabaska-Ouest) auront donc la possibilité de choisir entre le conseiller sortant, Donald Dumont et M. Lafontaine et peut-être d´autres candidats non encore connus.'
FR,'Le ministère de la Santé a annoncé dans la matinée un premier cas mortel de grippe H1N1, parmi les 33 personnes décédées de pneunomie dans quatre régions occidentales du pays.'
FR,'Cette place vacante permettrait ainsi à Jean Sarkozy d\'entrer au conseil d\'administration de l\'établissement, puis d\'en briguer la présidence.'
FR,'Le mois de mars va être passionnant, car rien n\'est joué dans de nombreuses disciplines.'
FR,'Le chanteur de 33 ans ajoute tout de même que Kournikova, 27 ans, est lamour de sa vie, du moins pour linstant.'
FR,'Cette convention, qui est resigné tous les 5 ans entre les services de la préfecture, les services de police, de gendarmerie et les tribunaux, doit améliorer la sécurité aux abords et à lintérieur des établissements scolaires.'
FR,'Sans chercher à comprendre, la dame la conduisit devant lautorité compétente.'
FR,'Désormais, plus d\'une voiture sur dix vendues au Japon chaque mois est une hybride, type d\'automobiles dont les prix ont fortement baissé depuis le début de l\'année et qui bénéficient de réductions fiscales.'
FR,'Les résultats du sommet du G20 qui avait lieu hier à Londres est à la Une de tous les journaux aujourd\'hui.'
FR,'Lors d\'une rencontre dimanche, Benjamin Netanyahu n\'est pas parvenu à convaincre Tzipi Livni de rallier un cabinet d\'union en raison de divergences sur les négociations avec les Palestiniens.'
FR,'Direction www.google.nl, hostels + Amsterdam, ça devrait maider à me décider.'
FR,'Pour activer cette fonctionnalité, il faudra télécharger le plugin Gears, puis régler l\'interface de son compte Gmail en anglais (Paramètres > Général) pour accéder à Gmail Labs (Settings > Labs).'
FR,'% des salariés étaient âgés de moins de 18 ans, 48 % de 18 à 25 ans, 30 % de 26 à 44 ans et 2 % de plus de 45 ans.'
FR,'Electronic Arts vient d\'officialiser la version Wii de Dead Space et accompagne son annonce d\'une toute première vidéo.'
FR,'Il faut le prendre en considération \", souligne la représentante de la mairie.'
FR,'Le ramadan est une période de \"très forte consommation\" et pour loccasion, la chaîne nhésite pas à multiplier par dix, voire quinze, les surfaces de vente dédiées à lalimentation halal.'
FR,'Le seul levier que les masses, à supposer qu\'elles se rendent compte de ce qui se passe, puisse activer, c\'est : la violence.'
FR,'Radiojournal: Monique Laberge rapporte la d�cision de la Cour sup�rieure qui force Abitibi-Bowater � respecter la convention collective.'
FR,'QUEBEC - Les funérailles civiques d\'une policière de la Ville de Lévis, Mélanie Roy, ont eu lieu mardi après-midi dans l\'arrondissement Beauport de la ville de Québec.'
FR,'Chapeau haut de forme, jupe longue.'
FR,'Mais ce qui est vrai, c\'est que nous avons stoppé la chute\", a-t-il déclaré.'
FR,'Avec son équipe, il a calculé la fréquence naturelle de ces évènements en dehors de toute vaccination.'
FR,'Préparateur physique et mental, accès aux experts scientifiques En fait, tout ce qui a manqué à Nicolas Fontaine, champion du monde et de Coupe du monde, mais jamais aux JO!'
FR,'Un communiqué laconique annonçant la nouvelle avec une simplicité déconcertante.'
FR,'On s´en allait vers une communauté d´enfants uniques.'
FR,'Contrairement aux communes de l´intra-muros, plus ou moins « dotées des circonscriptions à la périphérie ne disposent que d´un bureau de poste.'
FR,'Par ailleurs, les listes doivent être validées par les services du ministère avant d&rsquo;être officiellement rendues publiques lundi soir.'
FR,'Il a permis de soulager beaucoup de parents d\'élèves lors de la rentrée scolaire de cette année.'
FR,'Du côté de Sidi Yahia, plusieurs cafés ont été envahis par des téléspectateurs enthousiastes.'
FR,'Le prix de l\'or monte en cette période d\'incertitude.'
FR,'Objectif leur proposer une peine la plus adaptée possible.'
FR,'Finalement la Mairie de Lyon a tranché en autorisant cette cérémonie qui se déroule mardi matin de 9h30 à 11h.'
FR,'Pour le deuxième jour, le flux de personnes a nettement baissé.'
FR,'L\'assemblée générale du 3 mai 2010 décidera le solde du dividende 2009.'
FR,'Camfoot.com : Déjà deux jours de travail.'
FR,'Une voiture a brûlé dans la nuit de dimanche à lundi, derrière la Cantine Savoyarde, boulevard de Lémenc, à 2 h 45. Le feu a été éteint par les pompiers avant qu\'il ne se propage.'
FR,'Parmi ces passagers, 61 personnes sont montées à bord de l\'avion à Marseille, principalement des familles comoriennes retournant au pays.'
FR,'Les gendarmes qu\'il avait postés là\" pour assurer la sécurité des élèves \"ont tiré en l\'air au lieu de disperser les attaquants.'
FR,'Va-t-il faire de la prison pour autant (homicide par négligence Connaissant la clémence de la justice genevoise envers les riches et les chauffards, c\'est tout le contraire qui est à craindre.'
FR,'Le Conseil d´Etat a posé six repères qui guideront son action.'
FR,'MÃªme sans Guillaume Hoarau, qui revient doucement Ã  la compÃ©tition, le PSG a dÃ©marrÃ© la saison en fanfare avec deux victoires et un nul.'
FR,'Cette année et l\'an prochain, la première priorité est de sécuriser les livraisons, autant que d\'engranger de nouvelles commandes, a rappelé le patron d\'Airbus.'
FR,'Selon les informations du site, cette plateforme a été lancée pour que toutes les communautés particulièrement anglophones, noires et culturelles puissent participer activement à la campagne de Louise Harel.'
FR,'Il voque galement \"la mafia au pouvoir\" ou encore \"les tortures subies pas les militants communistes\" et le vote de dcrets \"racistes\".'
FR,'Parmi les autres faits saillants de cette saison, notons le match du jour de l\'An entre les Bruins de Boston et les Flyers de Philadelphie au Fenway Park ainsi que le Journée du hockey au Canada, le 30 janvier.'
FR,'Le Département d\'Eveline Widmer-Schlumpf va examiner une adaptation des bases légales dans ce domaine également.'
FR,'Pour être plus productifs, nous devons avoir de meilleures technologies de pointe», souligne le ministre Lebel.'
FR,'La PAR, qui emploie actuellement quelque 83000 muftis dans les mosquées du pays, n\'était chargée à l\'origine que de l\'administration des lieux de culte.'
FR,'La Ville  qui possède elle-même de nombreux appartements  a créé une nouvelle émulation au sein des coopératives en mettant à leur disposition des terrains à condition quelles organisent des concours darchitecture.'
FR,'Cet aveu ne fait quappuyer le constat dchec des efforts diplomatiques entrepris depuis le dbut de lagression inqualifiable dIsral contre la population dsarme de Ghaza.'
FR,'Nous avons dit non, en exigeant de sa part un programme.'
FR,'Autant dactions qui devront être financées dans un contexte de crise et de budget serré.'
FR,'Le Russe sen moque éperdument parce quil ny a toujours pas dentente entre la Ligue nationale et la Fédération russe de hockey sur glace.'
FR,'Ce \"relevé de conclusions\", rédigé après sept heures de discussions dont une  partie en présence de la garde des Sceaux Rachida Dati, prévoit la création de  174 emplois supplémentaires, qui s\'ajoutent à 177 promis dès février.'
FR,'Les élections du 27 septembre mettront 29 listes en compétition.'
FR,'Après Bahreïn, présent au calendrier depuis 2004, c\'est désormais Abu Dhabi, un des Emirats Arabes Unis, qui accueillera la dernière course de l\'année, le 1er novembre.'
FR,'Relationniste dans une maison d\'éditions, elle a décidé cette année d\'annuler le voyage prévu en Europe pour plutôt passer ses vacances avec son copain en Gaspésie et au Nouveau-Brunswick.'
FR,'\" Mais de récents travaux menés en 2008 remettent toutefois en question l\'importance réelle des processus d\'apprentissage dans la sélection alimentaire des herbivores pâturant des prairies complexes \" détaillait-elle.'
FR,'Hier, il a indiqué qu´il était prêt à s´y soumettre, mais seulement si la communauté internationale levait les sanctions pénalisant actuellement le pays.'
FR,'Elle déclare que son avocat a envoyé une ordonnance de cessation et d´abstention pour empêcher la diffusion de ces appels téléphoniques enregistrés.'
FR,'Du coup le gouvernement est obligé de modifier la juridiction, celle-là même que le président avait, durant sa campagne électorale, clairement rejeté.'
FR,'Frustrés par le manque de réussite, certains ont eu tendance à vouloir jouer les sauveurs.'
FR,'Il confirmait des informations du «Bund» et du «Tages-Anzeiger».'
FR,'Bien que n´étant pas altermondialiste, il a participé aux forums sociaux.'
FR,'Dans une interview à L\'Expansion.com, sa présidente, Sheryl Sandberg, revient sur les relations avec le moteur, avec Twitter et sur son modèle économique.'
FR,'Les \"chemises rouges\" accusent d\'être une \"marionnette\" de l\'armée et de certains conseillers du roi celui qui est devenu Premier ministre le 15 décembre à la faveur d\'un renversement d\'alliance parlementaire.'
FR,'\"L\'épargne des Français a donc été préservée de l\'impact de la crise financière\".'
